idMoTa,idPhanLoai,moTa_vi,moTa_en,ghiChu
,236,"Chim nhỏ, ồn ào. Lưng màu nâu ô liu, bụng vàng. Toàn bộ cổ họng và ngực có các vệt sọc đen dày đặc. Chóp đầu màu nâu đỏ. Mắt có tròng trắng.","A small, noisy babbler. The back is olive-brown, the belly is yellow. The entire throat and breast have heavy black streaks. The crown is rufous-brown. The eye has a white iris.",
,237,"Khướu nhỏ. Đặc trưng bởi chóp đầu màu hạt dẻ đậm, một sọc mày trắng dài và một ""ria"" đen. Lưng nâu, bụng trắng.","A small babbler. It is characterized by a deep chestnut cap, a long white supercilium, and a black ""moustache"". The back is brown, the belly is white.",
,238,"Chích lớn, đuôi dài và nhọn. Lưng có nhiều sọc đen và nâu. Bụng trắng. Chóp đầu có các vệt sọc mảnh. Tiếng hót rất to và đặc trưng.","A large warbler with a long, pointed tail. The back is heavily streaked with black and brown. The belly is white. The crown has fine streaks. Its song is very loud and distinctive.",
,239,"Chích lẩn lút. Lưng nâu có sọc sẫm. Phao câu màu nâu hung, không có sọc. Đuôi tròn, có chóp trắng và một dải đen gần chóp. Có sọc mày trắng.",A skulking warbler. The back is brown with dark streaks. The rump is unstreaked rufous-brown. The rounded tail has white tips and a black subterminal band. It has a white supercilium.,
,240,"Cú cỡ trung bình, không có túm lông ""tai"". Đặc điểm nhận dạng là đĩa mặt lớn hình trái tim, màu trắng. Lưng và cánh trên có màu nâu vàng hoặc xám tro, điểm xuyết nhiều đốm đen và trắng nhỏ.","Medium-sized owl without ear tufts. Its key feature is a large, heart-shaped, white facial disc. The back and upperwings are yellowish-brown or ash-grey, speckled with fine black and white spots.",
,241,"Cú cỡ nhỏ, đĩa mặt hình trái tim nhưng góc cạnh hơn, màu hồng nhạt. Có một mảng lông sẫm màu quanh mắt. Lưng màu nâu hạt dẻ đậm với các đốm nhỏ màu trắng, vàng và đen.","Smallish owl with a heart-shaped, but more angular, pinkish facial disc. It has a dark patch around the eyes. The back is deep chestnut-brown with small white, yellow, and black spots.",
,242,"Chim rất nhỏ, năng động. Thân trên màu xanh lục vàng, họng và dưới đuôi vàng, bụng màu xám trắng. Đặc điểm nhận dạng chính là vòng mắt màu trắng rõ nét.","A tiny, active bird. The upperparts are yellowish-olive green, the throat and vent are yellow, and the belly is greyish-white. The key identification feature is a conspicuous white ring of feathers around the eye.",
,243,"Thằn lằn cỡ trung bình. Màu sắc cơ thể có thể thay đổi, nhưng đặc trưng bởi một dải trắng hoặc vàng nhạt rộng kéo dài từ mép miệng qua vai. Con đực trong mùa sinh sản có đầu và vai màu xanh lam rực rỡ.","A medium-sized lizard. Body color is variable, but it's characterized by a broad white or pale yellow stripe extending from the gape across the shoulder. Breeding males have a brilliant blue head and shoulders.",
,244,"Thằn lằn phổ biến. Thân thường có màu nâu hoặc xám ô liu. Con đực trong mùa sinh sản có đầu và cổ chuyển sang màu đỏ tươi hoặc cam. Có một hàng gai chạy dọc sống lưng, nổi rõ hơn ở con đực.","A common lizard. The body is usually brown or olive-grey. Breeding males develop a bright red or orange head and throat. A crest of spines runs along the back, more prominent in males.",
,245,"Rùa có mai vòm cao, màu đen hoặc nâu sẫm. Yếm màu vàng có các đốm đen lớn. Đầu màu đen với các sọc vàng đặc trưng chạy từ sau mắt và hàm. Yếm có bản lề giúp rùa có thể đóng kín cơ thể.","A turtle with a high-domed, dark brown or black carapace. The plastron is yellow with large black blotches. The head is black with distinctive yellow stripes. The plastron is hinged, allowing the turtle to fully enclose itself.",
,246,"Rùa nước ngọt lớn. Mai màu đen, tương đối phẳng, có một gờ sống lưng rõ rệt. Yếm màu vàng. Đầu lớn, màu xám đen, với các đốm hoặc vệt nhỏ màu vàng. Mỏ trên có khía hình chữ V giống như một chiếc ""răng"".","A large freshwater turtle. The carapace is black, relatively flat, with a distinct vertebral keel. The plastron is yellow. The head is large, blackish-grey, with small yellow spots or streaks. The upper jaw is notched, resembling a ""tooth"".",
,247,"Rùa cạn lớn. Mai có vòm cao, màu nâu, có một gờ sống lưng nổi rõ. Yếm màu vàng với các vạch đen tỏa ra từ trung tâm mỗi tấm yếm. Đầu to, màu xám hoặc nâu.","A large terrestrial turtle. The carapace is high-domed, brown, with a prominent vertebral keel. The plastron is yellow with black radiating lines on each scute. The head is large and grey or brown.",
,248,"Rùa nước ngọt nhỏ. Mai màu nâu sẫm, hơi dẹt. Đặc trưng bởi ba gờ (sống) chạy dọc trên mai. Yếm màu vàng có các đốm đen lớn. Đầu màu đen với nhiều sọc và vệt màu vàng hoặc trắng.",A small freshwater turtle. The carapace is dark brown and slightly flattened. It is characterized by three keels running along the carapace. The plastron is yellow with large black blotches. The head is black with numerous yellow or white stripes.,
,249,"Rùa nước ngọt cỡ trung bình. Mai dẹt, hình ô-van, màu nâu. Yếm màu vàng, không có hoa văn. Đầu nhỏ, màu xám hoặc ô liu, với một sọc vàng rộng, nổi bật chạy từ sau mắt về phía cổ.","A medium-sized freshwater turtle. The carapace is flattened, oval-shaped, and brown. The plastron is yellow and unmarked. The head is small, grey or olive, with a prominent, broad yellow stripe running from behind the eye to the neck.",
,250,"Rắn thân mảnh, đầu to và phân biệt rõ với cổ. Màu nền từ nâu xám đến nâu đỏ. Có hai hàng đốm lớn, sẫm màu, viền trắng chạy dọc lưng. Ngoài ra còn có một hàng đốm nhỏ hơn ở hai bên sườn.","A slender-bodied snake with a large head distinct from the neck. The background color is greyish-brown to reddish-brown. It has two rows of large, dark, white-edged spots along the back, and a smaller row of spots on the flanks.",
,251,"Rắn thân mảnh, màu xanh lục sáng với các vạch ngang màu đen. Giữa các vảy đen có thể có các đốm nhỏ màu vàng hoặc đỏ. Đầu có các vạch đen và vàng xen kẽ. Có khả năng lượn từ trên cao xuống.","A slender-bodied snake, bright green with black crossbars. There may be small yellow or red spots within the black scales. The head has alternating black and yellow bars. It is capable of gliding flight.",
,252,"Rắn lớn, không độc. Thân màu nâu vàng đến xám. Đặc trưng bởi hai sọc đen chạy dọc thân. Có 3 vạch đen đậm tỏa ra từ phía sau mắt. Khi bị đe dọa, chúng phồng cổ và há miệng.","A large, non-venomous snake. The body is yellowish-brown to grey. It is characterized by two black stripes running along the body. It has 3 bold black lines radiating from behind the eye. When threatened, it inflates its neck and gapes.",
,253,"Rắn bán thủy sinh phổ biến. Màu sắc và hoa văn rất đa dạng, nhưng thường có màu nền là ô liu hoặc nâu vàng với các hàng đốm đen theo kiểu bàn cờ. Vảy có gờ nổi rõ.","A common semi-aquatic snake. Color and pattern are highly variable, but often has an olive or yellowish-brown background with checkerboard-style rows of black spots. Scales are strongly keeled.",
,254,"Rắn nước, đầu to, rộng. Con non có các dải khoanh màu cam hoặc hồng xen kẽ với đen. Khi trưởng thành, màu sắc chuyển thành xám hoặc nâu với các vệt ngang mờ, nhưng đầu vẫn giữ lại hoa văn sáng tối.","A water snake with a large, broad head. Juveniles have striking orange or pink bands alternating with black. Adults become grey or brown with faint crossbars, but the head retains its light-and-dark pattern.",
,255,"Rắn nhỏ, hiền lành. Lưng có màu xám hoặc nâu, với một sọc sống lưng màu cam hoặc đỏ nổi bật. Dọc hai bên sườn có các vạch hoặc đốm đen. Bụng có các mảng vuông màu đen và hồng xen kẽ.","A small, inoffensive snake. The back is grey or brown, with a prominent orange or red vertebral stripe. There are black bars or spots along the flanks. The belly has a checkered pattern of black and pink squares.",
,256,"Rắn lớn, thân mảnh. Phần trước cơ thể có màu nâu ô liu, chuyển dần sang màu vàng hoặc nâu nhạt ở phần đuôi. Vảy ở phần đuôi có viền đen, tạo thành hoa văn mạng lưới. Mắt rất to.","A large, slender snake. The front of the body is olive-brown, fading to yellowish or pale brown on the tail. The tail scales are black-edged, creating a net-like pattern. The eyes are very large.",
,257,"Rắn lớn, không độc. Màu nền thường là vàng hoặc nâu ô liu. Đặc trưng bởi các vảy trên thân có viền đen, đặc biệt rõ ở phần sau cơ thể và đuôi, tạo thành hoa văn mạng lưới đậm.","A large, non-venomous snake. The background color is typically yellow or olive-brown. It is characterized by black-edged body scales, especially prominent on the rear body and tail, creating a strong net-like pattern.",
,258,Rắn có độc ở tuyến sau hàm. Thân màu xanh ô liu hoặc xám. Đặc điểm nhận dạng là vùng gáy có màu đỏ hoặc cam tươi. Đầu màu xanh hơn thân. Con non có vòng cổ đen và vàng.,A rear-fanged venomous snake. The body is olive-green or grey. The identifying feature is a bright red or orange patch on the nape. The head is greener than the body. Juveniles have a black-and-yellow collar.,
,259,"Rắn đào hang, thân hình trụ. Lưng màu đen bóng. Đặc điểm nổi bật là bụng có các khoang đen trắng xen kẽ rõ rệt. Đuôi ngắn, tù, có thể dựng lên để lộ mặt bụng sặc sỡ.","A burrowing snake with a cylindrical body. The back is glossy black. The key feature is the belly, which has bold alternating black and white bands. The short, blunt tail can be raised to display the colorful underside.",
,260,"Rắn cực độc. Thân có các khoang màu vàng và đen xen kẽ, rộng tương đương nhau. Cơ thể có tiết diện hình tam giác, với một gờ sống lưng nổi rõ. Đuôi tù.","A highly venomous snake. The body has alternating, equally wide bands of yellow and black. The body is triangular in cross-section, with a prominent vertebral ridge. The tail is blunt.",
,261,"Rắn san hô nhỏ, mảnh. Đầu và đuôi có màu đỏ hoặc cam tươi. Thân màu nâu hoặc xám. Khi bị đe dọa, nó cuộn và dựng đuôi lên để lộ màu đỏ.","A small, slender coral snake. The head and tail are bright red or orange. The body is brown or grey. When threatened, it coils and raises its tail to display the red color.",
,262,"Rắn cực độc. Màu sắc đa dạng. Đặc điểm nhận dạng kinh điển là hoa văn hình ""kính một tròng"" (monocle) hoặc hình chữ O ở mặt sau của mang khi bạnh ra.","A highly venomous snake. Color is variable. The classic identifying feature is the ""monocle"" or O-shaped pattern on the back of its hood when spread.",
,263,"Rắn hổ mang có khả năng phun nọc độc. Màu sắc rất đa dạng, có thể là nâu, xanh ô liu, hoặc đen, thường có các dải hoặc đốm trắng, vàng. Hoa văn ở sau mang (nếu có) thường là hình chữ V hoặc U.","A spitting cobra. Color is highly variable, can be brown, olive, or black, often with white or yellow bands or spots. The hood mark, if present, is usually V- or U-shaped.",
,264,"Rắn độc dài nhất thế giới. Màu sắc từ vàng nâu, xám ô liu đến đen, thường có các dải ngang màu sáng. Cổ có khả năng bạnh ra nhưng hẹp hơn hổ mang thường. Đặc điểm phân biệt là cặp vảy chẩm lớn trên đầu.","The world's longest venomous snake. Color ranges from yellowish-brown, olive-grey, to black, often with paler cross-bands. The neck can be spread into a narrow hood. A key feature is the pair of large occipital scales on the head.",
,265,"Thằn lằn lớn, hoạt động về đêm. Thân màu xanh xám hoặc lam nhạt, bao phủ bởi các đốm màu cam hoặc đỏ tươi. Da sần sùi. Mắt to, không có mí mắt.","A large, nocturnal lizard. The body is greyish-blue or pale blue, covered in bright orange or red spots. The skin is bumpy. The eyes are large and lack eyelids.",
,266,"Thằn lằn nhỏ, phổ biến trong nhà. Thân màu hồng nhạt, xám hoặc nâu, có khả năng thay đổi màu sắc. Da tương đối trơn. Đuôi có các vòng gai nhỏ.","A small lizard, common in houses. The body is pale pink, grey, or brown, and capable of changing color. The skin is relatively smooth. The tail has small rings of spines.",
,267,Rắn nước nhỏ. Lưng màu nâu ô liu hoặc xám. Có ba sọc màu nhạt chạy dọc thân. Bụng màu vàng hoặc kem. Mắt nằm ở vị trí cao trên đầu.,A small water snake. The back is olive-brown or grey. It has three pale stripes running down the body. The belly is yellow or cream. The eyes are positioned high on the head.,
,268,"Rắn nước cỡ trung bình. Lưng màu xám hoặc nâu, có các dải ngang sẫm màu, không đều. Bụng màu vàng nhạt. Đầu nhỏ.","A medium-sized water snake. The back is grey or brown, with irregular dark crossbands. The belly is pale yellow. The head is small.",
,269,"Rắn nước độc đáo. Đặc điểm duy nhất là hai chiếc ""râu"" có vảy, là các phần phụ cảm giác ở phía trước mõm. Thân có hai biến thể màu: sọc dọc hoặc đốm mờ. Sống hoàn toàn dưới nước.","A unique water snake. Its sole identifying feature is two scaly ""tentacles"" on its snout, which are sensory appendages. The body has two color morphs: striped or blotched. It is fully aquatic.",
,270,Rắn nước nhỏ. Lưng có màu xám chì hoặc nâu sẫm đồng nhất. Bụng màu vàng hoặc trắng kem. Đầu nhỏ. Vảy trơn.,A small water snake. The back is a uniform lead-grey or dark brown. The belly is yellow or creamy white. The head is small. The scales are smooth.,
,271,"Rắn nước rất lớn, thân hình cực kỳ mập mạp. Con non có màu vàng tươi với các vòng đen. Con trưởng thành có màu nâu vàng hoặc xám với các vệt đen mờ.","A very large, extremely stout-bodied water snake. Juveniles are bright yellow with black rings. Adults are yellowish-brown or grey with faint black blotches.",
,272,"Thằn lằn nhỏ, thân mảnh. Đặc trưng bởi chiếc đuôi cực dài, dài gấp 3-4 lần chiều dài thân. Lưng màu nâu hoặc đồng, có sáu sọc màu sáng chạy dọc thân.","A small, slender lizard. It is characterized by an extremely long tail, 3-4 times the body length. The back is brown or bronze, with six light-colored stripes running down the body.",
,273,"Trăn lớn với hoa văn lưới hình kim cương phức tạp trên thân. Màu sắc chủ đạo là vàng, nâu và đen, xen kẽ và óng ánh. Là một trong những loài rắn dài nhất thế giới.","A large python with a complex, diamond-shaped net pattern on its body. The main colors are yellow, brown, and black, alternating and iridescent. One of the world's longest snakes.",
,274,"Trăn lớn, thân hình chắc khỏe, mập mạp. Hoa văn gồm các mảng lớn, sẫm màu hình chữ nhật trên nền màu nâu vàng. Trên đỉnh đầu có một vệt sẫm hình mũi tên chỉ về phía trước.","A large, robust, and stout-bodied python. The pattern consists of large, dark rectangular blotches on a paler yellowish-brown background. There is a dark, arrow-shaped mark on the top of the head pointing forward.",
,275,"Rắn mối phổ biến. Thân hình trụ, vảy trơn bóng. Lưng màu đồng hoặc nâu ô liu. Con đực trong mùa sinh sản có phần họng và sườn chuyển sang màu cam hoặc đỏ.","A common skink. The body is cylindrical with smooth, glossy scales. The back is bronze or olive-brown. Breeding males develop an orange or red throat and flanks.",
,276,"Rắn rất nhỏ, giống giun đất. Thân hình trụ, nhẵn bóng, màu nâu sẫm hoặc đen. Mắt chỉ là những chấm đen nhỏ. Đuôi có một gai nhỏ ở chóp. Sinh sản đơn tính.","A tiny snake, resembling an earthworm. The body is cylindrical, glossy, and dark brown or black. The eyes are just tiny black dots. The tail has a small spine at the tip. It is parthenogenetic.",
,277,"Kỳ đà lớn. Con non có màu sẫm với các vạch ngang và đốm màu vàng, trong khi con trưởng thành thường có màu đồng nhất hơn (ô liu, xám, hoặc nâu). Đặc điểm nhận dạng quan trọng là lỗ mũi có dạng khe hẹp, nằm ở vị trí khoảng giữa mắt và chóp mõm.","A large monitor lizard. Juveniles are dark-colored with distinct yellow transverse bands and spots, whereas adults tend to be more uniformly colored, ranging from olive and gray to brown. A key diagnostic feature is the nostril, which is slit-like in shape and positioned approximately midway between the eye and the tip of the snout.",
,278,"Kỳ đà rất lớn, bán thủy sinh. Thân màu sẫm (đen hoặc nâu đậm) với nhiều đốm hoặc hoa văn hình khoen màu vàng. Đặc điểm nhận dạng quan trọng nhất để phân biệt với Kỳ đà vân là lỗ mũi tròn, nằm ở rất gần chóp mõm.","A very large, semi-aquatic monitor lizard. The body is dark (black or dark brown) with numerous yellow spots or ocellated patterns. The most important diagnostic character distinguishing it from the Bengal Monitor is the nostril, which is round and located very close to the tip of the snout.",
,279,"Rắn lục có hố cảm nhiệt. Đầu hình tam giác, phân biệt rõ với cổ. Thân màu xanh lục. Con đực thường có một sọc trắng hoặc vàng nhạt chạy dọc theo sườn. Đặc điểm nổi bật nhất là phần đuôi có màu nâu đỏ hoặc đỏ gỉ sét.","A pit viper species possessing heat-sensing pits. The head is distinctly triangular and clearly differentiated from the neck. The body is green. Males typically have a white or pale yellow stripe running along the flank. The most conspicuous characteristic is the tail, which is reddish-brown to rusty red in coloration.",
,280," Rất giống Rắn lục xanh đuôi đỏ nhưng đuôi có màu xanh lục, không phải màu đỏ. Mắt thường có màu đỏ hoặc cam ở con đực, và vàng hoặc xanh ở con mái. Con đực có một sọc hai màu (đỏ và trắng) chạy dọc theo sườn.","Very similar to the Red-tailed Green Pit Viper, but the tail is green rather than red. The eyes are usually red or orange in males, and yellow or green in females. Males exhibit a bicolored lateral stripe composed of red and white.",
,281," Rắn đào hang. Đặc điểm nổi bật nhất là lớp vảy có khả năng óng ánh mạnh, phản chiếu màu sắc cầu vồng dưới ánh sáng. Lưng có màu nâu sẫm hoặc đen đồng nhất. Bụng màu trắng hoặc xám nhạt. Đầu dẹt, không phân biệt rõ với cổ. ","A fossorial snake species. Its most distinctive feature is the strongly iridescent scales, which reflect rainbow-like colors under light. The dorsal surface is uniformly dark brown or black, while the ventral surface is white to light gray. The head is dorsoventrally flattened and not clearly distinct from the neck.",
,282,"Cóc cỡ trung bình. Da khô, sần sùi. Đặc điểm nhận dạng là các gờ xương sọ nổi rõ trên đỉnh đầu và một cặp tuyến độc lớn (tuyến mang tai) hình hạt đậu ở sau mắt. Màu sắc từ nâu xám đến nâu đỏ.","A medium-sized toad. The skin is dry and warty. Identifying features are the prominent cranial crests on top of the head and a pair of large, bean-shaped parotoid glands behind the eyes. Color ranges from greyish-brown to reddish-brown.",
,283,"Cóc lớn với đặc điểm nổi bật là các gờ xương sọ rất phát triển, tạo thành một ""mũ sắt"" trên đầu. Tuyến mang tai rất lớn và dài. Da sần sùi, màu nâu hoặc xám.","A large toad with the distinctive feature of highly developed cranial crests, forming a ""helmet"" on its head. The parotoid glands are very large and long. The skin is warty, brown or grey.",
,284,"Ếch có thân hình mảnh mai, da trơn. Màu sắc rất đa dạng, từ nâu, vàng kem đến xám, có thể có hoặc không có các sọc sẫm màu trên lưng. Các đầu ngón chân có đĩa bám hình tròn lớn.","A slender-bodied frog with smooth skin. Color is highly variable, from brown, cream, to grey, with or without dark stripes on the back. The fingertips have large, circular adhesive discs.",
,285,"Ếch có thân hình thon dài, mõm nhọn. Lưng màu nâu hoặc xanh ô liu, nổi bật với một cặp nếp da màu đồng hoặc vàng chạy dọc hai bên lưng. Hai bên sườn có các đốm đen.","A slender, pointed-snout frog. The back is brown or olive-green, highlighted by a pair of bronze or golden dorsolateral folds running down the sides. The flanks have black spots.",
,286,"Ếch cỡ trung bình, thân thon dài. Lưng màu nâu hoặc đồng, có một cặp nếp da nổi rõ, màu sáng hơn chạy dọc hai bên. Hai bên sườn có màu sẫm hơn, thường có các đốm trắng.","A medium-sized, slender frog. The back is brown or bronze, with a pair of prominent, lighter-colored dorsolateral folds. The flanks are darker, often with white spots.",
,287,"Ếch lớn, thân hình chắc nịch. Da có nhiều nếp nhăn và nốt sần chạy dọc lưng. Màu sắc thường là nâu hoặc xanh ô liu với các đốm sẫm màu. Bụng trắng.","A large, robust frog. The skin has numerous longitudinal ridges and warts on the back. The color is typically brown or olive-green with dark blotches. The belly is white.",
,288,"Ếch nhỏ đến trung bình. Da sần sùi. Màu sắc rất đa dạng, thường là nâu hoặc xám với các đốm sẫm màu. Nhiều cá thể có một đường sọc sáng màu chạy dọc giữa lưng.","A small to medium-sized frog. The skin is warty. Color is highly variable, usually brown or grey with dark spots. Many individuals have a light-colored vertebral stripe.",
,289,"Rất giống Ngóe, nhưng thường lớn hơn. Da cũng sần sùi. Loài này có khả năng chịu được nước lợ và nước mặn, một đặc điểm hiếm có ở lưỡng cư.","Very similar to the Field Frog, but generally larger. The skin is also warty. This species is notable for its ability to tolerate brackish and salt water, a rare trait among amphibians.",
,290,"Ếch lớn, đầu to. Da tương đối trơn. Màu nâu hoặc xám, thường có các đốm đen trên lưng. Môi trên có thể có các vạch sẫm màu. Màng nhĩ lớn và rõ.","A large frog with a large head. The skin is relatively smooth. It is brown or grey, often with black spots on the back. The upper lip may have dark bars. The tympanum is large and distinct.",
,291,"Ếch nhỏ, thân hình tròn mập. Mõm rất ngắn. Da sần sùi với nhiều nốt nhỏ. Màu sắc từ nâu đến xám, thường có các mảng màu xanh rêu. Chân có màng bơi phát triển.","A small frog with a rounded, plump body. The snout is very short. The skin is warty with many small tubercles. Color is brown to grey, often with green mossy patches. The feet are fully webbed.",
,292,"Lưỡng cư không chân, cơ thể giống giun, có các ngấn vòng rõ rệt. Da trơn, màu nâu sẫm hoặc xám đen. Đặc điểm nhận dạng là một sọc rộng màu vàng hoặc kem chạy dọc mỗi bên thân.","A legless amphibian with a worm-like body and distinct annular grooves. The skin is smooth, dark brown or greyish-black. The key feature is a broad yellow or cream stripe along each side of the body.",
,293,"Thân hình bầu dục, dẹt hai bên. Vảy cứng, viền vảy sẫm màu. Nắp mang có nhiều gai sắc. Màu sắc từ xanh ô liu đến xám. Có cơ quan hô hấp phụ (mê lộ) giúp lấy oxy từ không khí.",The body is oval and laterally compressed. Scales are hard with dark edges. The operculum (gill cover) has sharp spines. Color is olive-green to grey. Has a labyrinth organ for breathing atmospheric air.,
,294,"Thân dài, không vảy, da trơn. Đầu dẹt, miệng rộng với 8 râu. Vây lưng và vây hậu môn rất dài, không có gai cứng. Thân màu xám, nâu hoặc đen, đôi khi có đốm trắng.","The body is elongated and scaleless, with smooth skin. The head is flattened, with a wide mouth and 8 barbels. The dorsal and anal fins are very long and lack spines. Color is grey, brown, or black, sometimes with white spots.",
,295,"Tương tự cá trê trắng nhưng thường có kích thước lớn hơn nhiều. Đầu to và dẹt hơn, xương sọ sần sùi. Vây lưng cũng rất dài. Màu sắc thường là xám đá phiến đến đen.","Similar to the Walking Catfish but grows much larger. The head is larger and more flattened, with a rough skull bone. The dorsal fin is also very long. Color is typically slate-grey to black.",
,296,"Thân và đầu có màu vàng nghệ hoặc nâu vàng đặc trưng, bụng nhạt màu hơn. Kích thước nhỏ hơn cá trê phi. Đầu tròn và ít dẹt hơn. Vây lưng và vây hậu môn có viền đỏ hoặc cam.","The body and head are a characteristic yellowish or golden-brown, with a paler belly. It is smaller than the African Catfish. The head is more rounded and less flattened. The dorsal and anal fins have a red or orange margin.",
,297,"Cá rất nhỏ, thân mảnh. Thân màu cam đến đỏ nhạt. Có một sọc ngang màu đen chạy từ sau nắp mang đến gốc đuôi, nơi có một đốm đen tròn được viền bởi một vệt màu cam sáng.","A tiny, slender fish. The body is orange to pale red. A black horizontal stripe runs from behind the gill cover to the tail base, where there is a round black spot edged with a bright orange dash.",
,298,"Thân dẹt, thuôn dài. Đặc điểm nhận dạng là cặp râu hàm trên rất dài, có thể kéo dài quá gốc vây ngực. Có một sọc đen chạy dọc giữa thân, phía trên có một sọc vàng óng ánh.","The body is compressed and elongated. The key feature is the pair of very long maxillary barbels, which can extend past the pectoral fin base. A black lateral stripe runs along the mid-body, with a golden stripe above it.",
,299,Tương tự Lòng tong dài nhưng thân cao hơn. Sọc giữa thân có màu xanh đen kim loại. Râu cũng rất dài. Vảy có ánh bạc.,Similar to the Flying Barb but with a deeper body. The lateral stripe is metallic blue-black. The barbels are also very long. The scales have a silvery sheen.,
,300,"Thân hình thoi, dẹt. Có một sọc giữa thân màu sẫm, phía trên có một đường vàng óng. Vây đuôi có màu vàng hoặc cam nhạt, đặc biệt là ở thùy dưới.","The body is rhomboid and compressed. It has a dark lateral stripe with a golden line above it. The caudal (tail) fin has a yellow or pale orange hue, especially on the lower lobe.",
,301,"Thân dài, màu bạc. Có một sọc đen hẹp chạy dọc thân, rõ hơn ở phần sau. Vây lưng và vây đuôi có thể có viền đen mờ.","The body is elongated and silvery. A narrow black stripe runs along the body, more distinct on the posterior part. The dorsal and caudal fins may have a faint black margin.",
,302,Thân màu bạc. Đặc trưng bởi một sọc đen đậm và rộng chạy từ sau nắp mang đến gốc vây đuôi. Phía trên sọc đen này thường có một đường vàng hoặc xanh kim loại mỏng.,"The body is silvery. It is characterized by a bold, broad black stripe running from behind the gill cover to the caudal fin base. A thin yellow or metallic blue line is often present above this black stripe.",
,303,Thân tương đối thấp và dài. Màu bạc với một sọc sẫm mờ chạy dọc thân. Điểm đặc trưng là một đốm đen hình nêm ở gốc vây đuôi.,The body is relatively low and long. It is silvery with a faint dark lateral stripe. The characteristic feature is a wedge-shaped black spot at the caudal fin base.,
,304,"Thân màu bạc. Có một sọc giữa thân màu xanh đen, rõ nét hơn về phía đuôi, kết thúc bằng một đốm gốc đuôi hình tam giác hoặc hình nêm.","The body is silvery. It has a blue-black lateral stripe, more prominent towards the tail, ending in a triangular or wedge-shaped caudal spot.",
,305,"Thân cao, màu vàng bạc. Sọc giữa thân sẫm màu, rộng dần về phía đuôi. Có một đốm đen nhỏ ở gốc vây hậu môn. Vây thường có màu vàng hoặc hồng nhạt.",The body is deep and silvery-yellow. The dark lateral stripe widens towards the tail. There is a small black spot at the origin of the anal fin. Fins are often yellowish or pinkish.,
,306,"Thân mảnh, màu bạc trong mờ. Đặc điểm nhận dạng là hai thùy vây đuôi có một dải đen đậm ở giữa, tiếp theo là một vùng màu trắng hoặc vàng, tạo cảm giác như đuôi bị ""kéo"".","The body is slender and translucent silver. The key feature is the caudal fin lobes, which each have a bold black central stripe followed by a white or yellow area, giving a ""scissor-tail"" appearance.",
,307,"Thân hình lươn, mõm nhọn. Lưng màu nâu với các vạch ngang hoặc đốm hình yên ngựa màu sẫm. Có một hàng gai ngắn, sắc ở trước vây lưng.","The body is eel-like with a pointed snout. The back is brown with dark saddle-like blotches or crossbars. There is a row of short, sharp spines before the dorsal fin.",
,308,"Thân dài, màu nâu sẫm hoặc đen. Đặc trưng bởi các sọc và đốm màu đỏ hoặc cam rực rỡ chạy dọc thân. Mõm nhọn, có phần phụ thịt.","The body is long, dark brown or black. It is characterized by brilliant red or orange stripes and spots running along the body. The snout is pointed with a fleshy appendage.",
,309,"Thân màu vàng hoặc nâu nhạt, được bao phủ bởi hoa văn mạng lưới màu nâu sẫm hoặc đen, giống như tổ ong. Kích thước lớn hơn các loài chạch khác.","The body is yellow or pale brown, covered with a dark brown or black honeycomb-like network pattern. It grows larger than other spiny eels.",
,310,"Loài này thường bị nhầm lẫn và tên khoa học không rõ ràng trong các tài liệu phổ thông, hoa văn có thể tương tự các loài chạch bông khác nhưng kích thước nhỏ hơn.",This species is often confused and its scientific name is unclear in popular literature; its pattern may be similar to other spotted spiny eels but it is smaller in size.,
,311,"Thân rất dẹt, lưng cong vòm cao. Màu nền là màu bạc. Đặc trưng bởi một hàng các đốm đen lớn, có viền trắng chạy dọc đường bên. Vây hậu môn và vây đuôi hợp nhất.","The body is very compressed with a highly arched back. The background color is silver. It is characterized by a row of large, white-ringed black ocelli along the lateral line. The anal and caudal fins are fused.",
,312,"Tương tự cá còm nhưng nhỏ hơn và không có các đốm đen lớn. Toàn thân có màu bạc hoặc xám đồng nhất. Vây lưng rất nhỏ, giống như một chiếc lông.",Similar to the Clown Knifefish but smaller and lacking the large black spots. The body is a uniform silvery or grey color. The dorsal fin is very small and feather-like.,
,313,"Cá lóc có thân hình trụ. Màu nền là nâu xám. Đặc trưng bởi một hàng các đốm đen lớn, tròn, chạy dọc giữa thân. Có các vạch sẫm tỏa ra từ phía sau mắt.","A snakehead with a cylindrical body. The background color is greyish-brown. It is characterized by a row of large, round black blotches along the mid-body. It has dark bars radiating from behind the eye.",
,314,"Thân hình trụ, thuôn dài. Đầu dẹt giống đầu rắn. Lưng màu nâu sẫm, nhạt dần xuống bụng màu trắng kem. Dọc thân có các vệt sẫm hình chữ V hoặc W mờ.","The body is cylindrical and elongated. The head is flattened like a snake's. The back is dark brown, fading to a creamy white belly. There are faint V- or W-shaped dark markings along the body.",
,315,"Cá lóc rất lớn. Con non có màu sắc rực rỡ với hai sọc đen và một sọc cam chạy dọc thân. Con trưởng thành mất đi các sọc này, chuyển sang màu xanh xám với các mảng đốm lớn.",A very large snakehead. Juveniles are brightly colored with two black stripes and one orange stripe. Adults lose these stripes and become bluish-grey with large blotches.,
